paper_id,paper,doi,doi_url,year,title
REFINE-0001,"Wang, Y., Yan, Y., Wei, J., Yang, X., Wang, M., Zhao, L., Dou, Y., Du, Y., Wang, Q., & Ma, X. (2023). Down-regulated miR-16-2 in peripheral blood is positively correlated with decreased bilateral insula volume in patients with major depressive disorder. Journal of Affective Disorders, 338, 137–143. https://doi.org/10.1016/j.jad.2023.05.068",10.1016/j.jad.2023.05.068,https://doi.org/10.1016/j.jad.2023.05.068,2023,Down-regulated miR-16-2 in peripheral blood is positively correlated with decreased bilateral insula volume in patients with major depressive disorder
REFINE-0002,"Li, J., Wang, X., Liu, M., Yin, Y., Wu, Y., Xu, G., & Ma, X. (2024). Sex-specific grey matter abnormalities in individuals with chronic insomnia. Neurological Sciences, 45(5), 2301–2310. https://doi.org/10.1007/s10072-023-07224-7",10.1007/s10072-023-07224-7,https://doi.org/10.1007/s10072-023-07224-7,2024,Sex-specific grey matter abnormalities in individuals with chronic insomnia
REFINE-0003,"Hirakawa, H., Akiyoshi, J., Muronaga, M., Tanaka, Y., Ishitobi, Y., Inoue, A., Oshita, H., Aizawa, S., Masuda, K., Higuma, H., Kanehisa, M., Ninomiya, T., & Kawano, Y. (2016). FKBP5 is associated with amygdala volume in the human brain and mood state: A voxel-based morphometry (VBM) study. International Journal of Psychiatry in Clinical Practice, 20(2), 106–115. https://doi.org/10.3109/13651501.2016.1144772",10.3109/13651501.2016.1144772,https://doi.org/10.3109/13651501.2016.1144772,2016,FKBP5 is associated with amygdala volume in the human brain and mood state: A voxel-based morphometry (VBM) study
REFINE-0004,"Walsh, N. D., Dalgleish, T., Lombardo, M. v., Dunn, V. J., van Harmelen, A. L., Ban, M., & Goodyer, I. M. (2014). General and specific effects of early-life psychosocial adversities on adolescent grey matter volume. NeuroImage: Clinical, 4, 308–318. https://doi.org/10.1016/j.nicl.2014.01.001",10.1016/j.nicl.2014.01.001,https://doi.org/10.1016/j.nicl.2014.01.001,2014,General and specific effects of early-life psychosocial adversities on adolescent grey matter volume
REFINE-0005,"Tomoda, A., Suzuki, H., Rabi, K., Sheu, Y.-S., Polcari, A., & Teicher, M. H. (2009b). Reduced prefrontal cortical gray matter volume in young adults exposed to harsh corporal punishment. NeuroImage, 47(Suppl 2), T66–T71. https://doi.org/10.1016/j.neuroimage.2009.03.005",10.1016/j.neuroimage.2009.03.005,https://doi.org/10.1016/j.neuroimage.2009.03.005,2009,Reduced prefrontal cortical gray matter volume in young adults exposed to harsh corporal punishment
REFINE-0006,"Opel, N., Redlich, R., Grotegerd, D., Dohm, K., Heindel, W., Kugel, H., Arolt, V., & Dannlowski, U. (2015a). Obesity and major depression: Body-mass index (BMI) is associated with a severe course of disease and specific neurostructural alterations. Psychoneuroendocrinology, 51, 219–226. https://doi.org/10.1016/j.psyneuen.2014.10.001",10.1016/j.psyneuen.2014.10.001,https://doi.org/10.1016/j.psyneuen.2014.10.001,2015,Obesity and major depression: Body-mass index (BMI) is associated with a severe course of disease and specific neurostructural alterations
REFINE-0007,"van der Velde, J., van Tol, M.-J., Goerlich-Dobre, K. S., Gromann, P. M., Swart, M., de Haan, L., Wiersma, D., Bruggeman, R., Krabbendam, L., & Aleman, A. (2014b). Dissociable morphometric profiles of the affective and cognitive dimensions of alexithymia. Cortex: A Journal Devoted to the Study of the Nervous System and Behavior, 54, 190–199. https://doi.org/10.1016/j.cortex.2014.02.017",10.1016/j.cortex.2014.02.017,https://doi.org/10.1016/j.cortex.2014.02.017,2014,Dissociable morphometric profiles of the affective and cognitive dimensions of alexithymia
REFINE-0008,"Sartorius, A., Demirakca, T., Böhringer, A., Clemm von Hohenberg, C., Aksay, S. S., Bumb, J. M., Kranaster, L., & Ende, G. (2016a). Electroconvulsive therapy increases temporal gray matter volume and cortical thickness. European Neuropsychopharmacology, 26(3), 506–517. https://doi.org/10.1016/j.euroneuro.2015.12.036",10.1016/j.euroneuro.2015.12.036,https://doi.org/10.1016/j.euroneuro.2015.12.036,2016,Electroconvulsive therapy increases temporal gray matter volume and cortical thickness
REFINE-0009,"Heyman-Kantor, R., Rizk, M., Sublette, M. E., Rubin-Falcone, H., Fard, Y. Y., Burke, A. K., Oquendo, M. A., Sullivan, G. M., Milak, M. S., Zanderigo, F., Mann, J. J., & Miller, J. M. (2021b). Examining the relationship between gray matter volume and a continuous measure of bipolarity in unmedicated unipolar and bipolar depression. Journal of Affective Disorders, 280(Part A), 105–113. https://doi.org/10.1016/j.jad.2020.10.071",10.1016/j.jad.2020.10.071,https://doi.org/10.1016/j.jad.2020.10.071,2021,Examining the relationship between gray matter volume and a continuous measure of bipolarity in unmedicated unipolar and bipolar depression
REFINE-0010,"Zhang, T., Zhao, B., Shi, C., Nie, B., Liu, H., Yang, X., Sun, Y., Li, P., Lin, L., Yang, X., Li, J., Gao, X., Feng, S., Li, X., Sun, X., Pan, T., Feng, T., Bao, T., & Shan, B. (2020b). Subthreshold depression may exist on a spectrum with major depressive disorder: Evidence from gray matter volume and morphological brain network. Journal of Affective Disorders, 266, 243–251. https://doi.org/10.1016/j.jad.2020.01.135",10.1016/j.jad.2020.01.135,https://doi.org/10.1016/j.jad.2020.01.135,2020,Subthreshold depression may exist on a spectrum with major depressive disorder: Evidence from gray matter volume and morphological brain network
REFINE-0011,"Zhou, R., Chen, J., Zhao, G., Wang, Z., Peng, D., Xia, W., Mao, R., Xu, J., Wang, F., Zhang, C., Wang, Y., Yuan, C., Su, Y., Huang, J., Yang, T., Wang, C., Cui, L., Wang, J., Palaniyappan, L., & Fang, Y. (2021b). Neural biomarker of functional disability in major depressive disorder: A structural neuroimaging study. Progress in Neuro-Psychopharmacology & Biological Psychiatry, 111. https://doi.org/10.1016/j.pnpbp.2021.110337",10.1016/j.pnpbp.2021.110337,https://doi.org/10.1016/j.pnpbp.2021.110337,2021,Neural biomarker of functional disability in major depressive disorder: A structural neuroimaging study
REFINE-0012,"Poletti, S., Vai, B., Smeraldi, E., Cavallaro, R., Colombo, C., & Benedetti, F. (2016). Adverse childhood experiences influence the detrimental effect of bipolar disorder and schizophrenia on cortico-limbic grey matter volumes. Journal of Affective Disorders, 189, 290–297. https://doi.org/10.1016/j.jad.2015.09.049",10.1016/j.jad.2015.09.049,https://doi.org/10.1016/j.jad.2015.09.049,2016,Adverse childhood experiences influence the detrimental effect of bipolar disorder and schizophrenia on cortico-limbic grey matter volumes
REFINE-0013,"Liu, H., Wang, Y., Liu, W., Wei, D., Yang, J., Du, X., Tian, X., & Qiu, J. (2016b). Neuroanatomical correlates of attitudes toward suicide in a large healthy sample: A voxel-based morphometric analysis. Neuropsychologia, 80, 185–193. https://doi.org/10.1016/j.neuropsychologia.2015.11.012",10.1016/j.neuropsychologia.2015.11.012,https://doi.org/10.1016/j.neuropsychologia.2015.11.012,2016,Neuroanatomical correlates of attitudes toward suicide in a large healthy sample: A voxel-based morphometric analysis
REFINE-0014,"Liu, C. H., Jing, B., Ma, X., Xu, P. F., Zhang, Y., Li, F., Wang, Y. P., Tang, L. R., Wang, Y. J., Li, H. Y., & Wang, C. Y. (2014). Voxel-based morphometry study of the insular cortex in female patients with current and remitted depression. Neuroscience, 262, 190–199. https://doi.org/10.1016/j.neuroscience.2013.12.058",10.1016/j.neuroscience.2013.12.058,https://doi.org/10.1016/j.neuroscience.2013.12.058,2014,Voxel-based morphometry study of the insular cortex in female patients with current and remitted depression
REFINE-0015,"Goerlich-Dobre, K. S., Bruce, L., Martens, S., Aleman, A., & Hooker, C. I. (2014a). Distinct associations of insula and cingulate volume with the cognitive and affective dimensions of alexithymia. Neuropsychologia, 53(1), 284–292. https://doi.org/10.1016/j.neuropsychologia.2013.12.006",10.1016/j.neuropsychologia.2013.12.006,https://doi.org/10.1016/j.neuropsychologia.2013.12.006,2014,Distinct associations of insula and cingulate volume with the cognitive and affective dimensions of alexithymia
REFINE-0016,"Cun, L., Wang, Y., Zhang, S., Wei, D., & Qiu, J. (2014a). The contribution of regional gray/white matter volume in preclinical depression assessed by the Automatic Thoughts Questionnaire: A voxel-based morphometry study. NeuroReport, 25(13), 1030–1037. https://doi.org/10.1097/WNR.0000000000000222",10.1097/WNR.0000000000000222,https://doi.org/10.1097/WNR.0000000000000222,2014,The contribution of regional gray/white matter volume in preclinical depression assessed by the Automatic Thoughts Questionnaire: A voxel-based morphometry study
REFINE-0017,"Zou, L., Wu, X., Tao, S., Yang, Y., Zhang, Q., Hong, X., Xie, Y., Li, T., Zheng, S., & Tao, F. (2022). Neural correlates of physical activity moderate the association between problematic mobile phone use and psychological symptoms. Frontiers in Behavioral Neuroscience, 15. https://doi.org/10.3389/fnbeh.2021.749194",10.3389/fnbeh.2021.749194,https://doi.org/10.3389/fnbeh.2021.749194,2022,Neural correlates of physical activity moderate the association between problematic mobile phone use and psychological symptoms
REFINE-0018,"Redlich, R., Almeida, J. J. R., Grotegerd, D., Opel, N., Kugel, H., Heindel, W., Arolt, V., Phillips, M. L., & Dannlowski, U. (2014b). “Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry–pattern classification approach”: Correction. JAMA Psychiatry, 71(12), 1408. https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2014-56049-015&amp",,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2014-56049-015&amp,2014,“Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry–pattern classification approach”: Correction
REFINE-0019,"Depping, M. S., Wolf, N. D., Vasic, N., Sambataro, F., Thomann, P. A., & Christian Wolf, R. (2015). Specificity of abnormal brain volume in major depressive disorder: A comparison with borderline personality disorder. Journal of Affective Disorders, 174, 650–657. https://doi.org/10.1016/j.jad.2014.11.059",10.1016/j.jad.2014.11.059,https://doi.org/10.1016/j.jad.2014.11.059,2015,Specificity of abnormal brain volume in major depressive disorder: A comparison with borderline personality disorder
REFINE-0020,"Ma, L., & Zhang, C. (2022). The function and structure of precuneus is associated with subjective sleep quality in major depression. Frontiers in Psychiatry, 12. https://doi.org/10.3389/fpsyt.2021.831524",10.3389/fpsyt.2021.831524,https://doi.org/10.3389/fpsyt.2021.831524,2022,The function and structure of precuneus is associated with subjective sleep quality in major depression
REFINE-0021,"Du, X., Luo, W., Shen, Y., Wei, D., Xie, P., Zhang, J., Zhang, Q., & Qiu, J. (2015a). Brain structure associated with automatic thoughts predicted depression symptoms in healthy individuals. Psychiatry Research - Neuroimaging, 232(3), 257–263. https://doi.org/10.1016/j.pscychresns.2015.03.002",10.1016/j.pscychresns.2015.03.002,https://doi.org/10.1016/j.pscychresns.2015.03.002,2015,Brain structure associated with automatic thoughts predicted depression symptoms in healthy individuals
REFINE-0022,"Erata, M. C., Eroğlu, S., Özkul, B., Uslu, Ö., Erdoğan, Y., Kıtış, Ö., & Gönül, A. S. (2023). The reflection of self-esteem on the brain structure: A voxel based morphometry study in healthy young adults. Nöropsikiyatri Arşivi, 60(3), 202–206. https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2024-80829-002&amp",,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2024-80829-002&amp,2023,The reflection of self-esteem on the brain structure: A voxel based morphometry study in healthy young adults
REFINE-0023,"Guo, Y. R., Jiang, X. W., Jia, L. N., Zhu, Y., Han, X. Y., Wu, Y. F., Liu, W., Zhao, W. H., Zhu, H. Q., Wang, D. H., Tu, Z. Y., Zhou, Y. F., Sun, Q. K., Kong, L. T., Wu, F., & Tang, Y. Q. (2023). Altered gray matter volumes and plasma IL-6 level in major depressive disorder patients with suicidal ideation. NEUROIMAGE-CLINICAL, 38. https://doi.org/10.1016/j.nicl.2023.103403",10.1016/j.nicl.2023.103403,https://doi.org/10.1016/j.nicl.2023.103403,2023,Altered gray matter volumes and plasma IL-6 level in major depressive disorder patients with suicidal ideation
REFINE-0024,"Yin, H., Zhang, L., Li, D., Xiao, L., & Cheng, M. (2021). The gray matter volume of the right insula mediates the relationship between symptoms of depression/anxiety and sleep quality among college students. Journal of Health Psychology, 26(7), 1073–1084. https://doi.org/10.1177/1359105319869977",10.1177/1359105319869977,https://doi.org/10.1177/1359105319869977,2021,The gray matter volume of the right insula mediates the relationship between symptoms of depression/anxiety and sleep quality among college students
REFINE-0025,"Wang, S., Zhao, Y., Li, J., Lai, H., Qiu, C., Pan, N., & Gong, Q. (2020). Neurostructural correlates of hope: Dispositional hope mediates the impact of the SMA gray matter volume on subjective well-being in late adolescence. Social Cognitive and Affective Neuroscience, 15(4), 395–404. https://doi.org/10.1093/scan/nsaa046",10.1093/scan/nsaa046,https://doi.org/10.1093/scan/nsaa046,2020,Neurostructural correlates of hope: Dispositional hope mediates the impact of the SMA gray matter volume on subjective well-being in late adolescence
REFINE-0026,"Blank, T. S., Meyer, B. M., Wieser, M. K., Rabl, U., Schögl, P., & Pezawas, L. (2022a). Brain morphometry and connectivity differs between adolescent- and adult-onset major depressive disorder. Depression and Anxiety, 39(5), 387–396. https://doi.org/10.1002/da.23254",10.1002/da.23254,https://doi.org/10.1002/da.23254,2022,Brain morphometry and connectivity differs between adolescent- and adult-onset major depressive disorder
REFINE-0027,"Mutschler, I., Hänggi, J., Frei, M., Lieb, R., grosse Holforth, M., Seifritz, E., & Spinelli, S. (2019). Insular volume reductions in patients with major depressive disorder. Neurology, Psychiatry and Brain Research, 33, 39–47. https://doi.org/10.1016/j.npbr.2019.06.002",10.1016/j.npbr.2019.06.002,https://doi.org/10.1016/j.npbr.2019.06.002,2019,Insular volume reductions in patients with major depressive disorder
REFINE-0028,"Jia, L., Jiang, X., Sun, Q., zhou, J., Liu, L., Sun, T., Wang, P., & Tang, Y. (2022). Shared Transdiagnostic Neuroanatomical Signatures Across First-episode Patients with Major Psychiatric Diseases and Individuals at Familial Risk. NeuroImage: Clinical, 35. https://doi.org/10.1016/j.nicl.2022.103074",10.1016/j.nicl.2022.103074,https://doi.org/10.1016/j.nicl.2022.103074,2022,Shared Transdiagnostic Neuroanatomical Signatures Across First-episode Patients with Major Psychiatric Diseases and Individuals at Familial Risk
REFINE-0029,"Ide, S., Kakeda, S., Watanabe, K., Yoshimura, R., Abe, O., Hayashi, K., Ueda, I., Kishi, T., Katsuki, A., Umene-Nakano, W., Iwata, N., Nakamura, J., & Korogi, Y. (2015). Relationship between a BDNF gene polymorphism and the brain volume in treatment-naive patients with major depressive disorder: A VBM analysis of brain MRI. Psychiatry Research - Neuroimaging, 233(2), 120–124. https://doi.org/10.1016/j.pscychresns.2015.05.016",10.1016/j.pscychresns.2015.05.016,https://doi.org/10.1016/j.pscychresns.2015.05.016,2015,Relationship between a BDNF gene polymorphism and the brain volume in treatment-naive patients with major depressive disorder: A VBM analysis of brain MRI
REFINE-0030,"Zaremba, D., Dohm, K., Redlich, R., Grotegerd, D., Strojny, R., Meinert, S., Bürger, C., Enneking, V., Förster, K., Repple, J., Opel, N., Baune, B. T., Zwitserlood, P., Heindel, W., Arolt, V., Kugel, H., & Dannlowski, U. (2018). Association of brain cortical changes with relapse in patients with major depressive disorder. JAMA Psychiatry, 75(5), 484–492. https://doi.org/10.1001/jamapsychiatry.2018.0123",10.1001/jamapsychiatry.2018.0123,https://doi.org/10.1001/jamapsychiatry.2018.0123,2018,Association of brain cortical changes with relapse in patients with major depressive disorder
REFINE-0031,"Lu, S., Xu, R., Cao, J., Yin, Y., Gao, W., Wang, D., Wei, Z., Hu, S., Huang, M., Li, L., & Xu, Y. (2019). The left dorsolateral prefrontal cortex volume is reduced in adults reporting childhood trauma independent of depression diagnosis. Journal of Psychiatric Research, 112, 12–17. https://doi.org/10.1016/j.jpsychires.2019.02.014",10.1016/j.jpsychires.2019.02.014,https://doi.org/10.1016/j.jpsychires.2019.02.014,2019,The left dorsolateral prefrontal cortex volume is reduced in adults reporting childhood trauma independent of depression diagnosis
REFINE-0032,"Guo, W., Liu, F., Yu, M., Zhang, J., Zhang, Z., Liu, J., Xiao, C., & Zhao, J. (2014e). Functional and anatomical brain deficits in drug-naive major depressive disorder. Progress in Neuro-Psychopharmacology and Biological Psychiatry, 54, 1–6. https://doi.org/10.1016/j.pnpbp.2014.05.008",10.1016/j.pnpbp.2014.05.008,https://doi.org/10.1016/j.pnpbp.2014.05.008,2014,Functional and anatomical brain deficits in drug-naive major depressive disorder
REFINE-0033,"Wei, G., Ge, L., Chen, L., Cao, B., & Zhang, X. (2021). Structural abnormalities of cingulate cortex in patients with first‐episode drug‐naïve schizophrenia comorbid with depressive symptoms. Human Brain Mapping, 42(6), 1617–1625. https://doi.org/10.1002/hbm.25315",10.1002/hbm.25315,https://doi.org/10.1002/hbm.25315,2021,Structural abnormalities of cingulate cortex in patients with first‐episode drug‐naïve schizophrenia comorbid with depressive symptoms
REFINE-0034,"Hayakawa, Y. K., Sasaki, H., Takao, H., Mori, H., Hayashi, N., Kunimatsu, A., Aoki, S., & Ohtomo, K. (2013a). Structural brain abnormalities in women with subclinical depression, as revealed by voxel-based morphometry and diffusion tensor imaging. Journal of Affective Disorders, 144(3), 263–268. https://doi.org/10.1016/j.jad.2012.10.023",10.1016/j.jad.2012.10.023,https://doi.org/10.1016/j.jad.2012.10.023,2013,"Structural brain abnormalities in women with subclinical depression, as revealed by voxel-based morphometry and diffusion tensor imaging"
REFINE-0035,"Sun, J., Li, H., Li, W., Wei, D., Hitchman, G., Zhang, Q., & Qiu, J. (2014b). Regional gray matter volume is associated with rejection sensitivity: A voxel-based morphometry study. Cognitive, Affective & Behavioral Neuroscience, 14(3), 1077–1085. https://doi.org/10.3758/s13415-014-0249-z",10.3758/s13415-014-0249-z,https://doi.org/10.3758/s13415-014-0249-z,2014,Regional gray matter volume is associated with rejection sensitivity: A voxel-based morphometry study
REFINE-0036,"Radua, J., El-Hage, W., Monté, G. C., Gohier, B., Tropeano, M., Phillips, M. L., & Surguladze, S. A. (2014). COMT Val158Met × SLC6A4 5-HTTLPR interaction impacts on gray matter volume of regions supporting emotion processing. Social Cognitive and Affective Neuroscience, 9(8), 1232–1238. https://doi.org/10.1093/scan/nst089",10.1093/scan/nst089,https://doi.org/10.1093/scan/nst089,2014,COMT Val158Met × SLC6A4 5-HTTLPR interaction impacts on gray matter volume of regions supporting emotion processing
REFINE-0037,"Laricchiuta, D., Petrosini, L., Picerni, E., Cutuli, D., Iorio, M., Chiapponi, C., Caltagirone, C., Piras, F., & Spalletta, G. (2015). The embodied emotion in cerebellum: A neuroimaging study of alexithymia. Brain Structure & Function, 220(4), 2275–2287. https://doi.org/10.1007/s00429-014-0790-0",10.1007/s00429-014-0790-0,https://doi.org/10.1007/s00429-014-0790-0,2015,The embodied emotion in cerebellum: A neuroimaging study of alexithymia
REFINE-0038,"Zhou, E., Wang, W., Ma, S., Xie, X., Kang, L., Xu, S., Deng, Z., Gong, Q., Nie, Z., Yao, L., Bu, L., Wang, F., & Liu, Z. (2024). Prediction of anxious depression using multimodal neuroimaging and machine learning. NeuroImage, 285, 1–9. https://doi.org/10.1016/j.neuroimage.2023.120499",10.1016/j.neuroimage.2023.120499,https://doi.org/10.1016/j.neuroimage.2023.120499,2024,Prediction of anxious depression using multimodal neuroimaging and machine learning
REFINE-0039,"Meurs, M., Groenewold, N. A., Roest, A. M., van der Wee, N. J. A., Veltman, D. J., van Tol, M. J., & de Jonge, P. (2015). The associations of depression and hypertension with brain volumes: Independent or interactive? NeuroImage: Clinical, 8, 79–86. https://doi.org/10.1016/j.nicl.2015.03.020",10.1016/j.nicl.2015.03.020,https://doi.org/10.1016/j.nicl.2015.03.020,2015,"The associations of depression and hypertension with brain volumes: Independent or interactive? NeuroImage: Clinical, 8, 79–86"
REFINE-0040,"Li, X., Lu, J., Li, B., Li, H., Jin, L., & Qiu, J. (2017). The role of ventromedial prefrontal cortex volume in the association of expressive suppression and externally oriented thinking. Journal of Affective Disorders, 222, 112–119. https://doi.org/10.1016/j.jad.2017.06.054",10.1016/j.jad.2017.06.054,https://doi.org/10.1016/j.jad.2017.06.054,2017,The role of ventromedial prefrontal cortex volume in the association of expressive suppression and externally oriented thinking
REFINE-0041,"Vai, B., Parenti, L., Bollettini, I., Cara, C., Verga, C., Melloni, E., Mazza, E., Poletti, S., Colombo, C., & Benedetti, F. (2020a). Predicting differential diagnosis between bipolar and unipolar depression with multiple kernel learning on multimodal structural neuroimaging. European Neuropsychopharmacology, 34, 28–38. https://doi.org/10.1016/j.euroneuro.2020.03.008",10.1016/j.euroneuro.2020.03.008,https://doi.org/10.1016/j.euroneuro.2020.03.008,2020,Predicting differential diagnosis between bipolar and unipolar depression with multiple kernel learning on multimodal structural neuroimaging
REFINE-0042,"Wu, J., Tong, H., Liu, Z., Tao, J., Chen, L., Chan, C. C. H., & Lee, T. M. C. (2021a). Neurobiological effects of perceived stress are different between adolescents and middle-aged adults. Brain Imaging and Behavior, 15(2), 846–854. https://doi.org/10.1007/s11682-020-00294-7",10.1007/s11682-020-00294-7,https://doi.org/10.1007/s11682-020-00294-7,2021,Neurobiological effects of perceived stress are different between adolescents and middle-aged adults
REFINE-0043,"Stratmann, M., Konrad, C., Kugel, H., Krug, A., Schöning, S., Ohrmann, P., Uhlmann, C., Postert, C., Suslow, T., Heindel, W., Arolt, V., Kircher, T., & Dannlowski, U. (2014). Insular and hippocampal gray matter volume reductions in patients with major depressive disorder. PLoS ONE, 9(7). https://doi.org/10.1371/journal.pone.0102692",10.1371/journal.pone.0102692,https://doi.org/10.1371/journal.pone.0102692,2014,Insular and hippocampal gray matter volume reductions in patients with major depressive disorder
REFINE-0044,"Li, Y., Wang, C., Teng, C., Jiao, K., Song, X., Tan, Y., Xiao, C., Zhang, N., & Zhong, Y. (2019a). Hippocampus-driving progressive structural alterations in medication-naïve major depressive disorder. Journal of Affective Disorders, 256, 148–155. https://doi.org/10.1016/j.jad.2019.05.053",10.1016/j.jad.2019.05.053,https://doi.org/10.1016/j.jad.2019.05.053,2019,Hippocampus-driving progressive structural alterations in medication-naïve major depressive disorder
REFINE-0045,"Blank, T. S., Meyer, B. M., Rabl, U., Schögl, P., Wieser, M., & Pezawas, L. (2021). Neurobiological predictors for clinical trajectories in fully remitted depressed patients. Depression and Anxiety, 38(4), 447–455. https://doi.org/10.1002/da.23108",10.1002/da.23108,https://doi.org/10.1002/da.23108,2021,Neurobiological predictors for clinical trajectories in fully remitted depressed patients
REFINE-0046,"Besteher, B., Squarcina, L., Spalthoff, R., Bellani, M., Gaser, C., Brambilla, P., & Nenadić, I. (2019). Hippocampal volume as a putative marker of resilience or compensation to minor depressive symptoms in a nonclinical sample. Frontiers in Psychiatry, 10. https://doi.org/10.3389/fpsyt.2019.00467",10.3389/fpsyt.2019.00467,https://doi.org/10.3389/fpsyt.2019.00467,2019,Hippocampal volume as a putative marker of resilience or compensation to minor depressive symptoms in a nonclinical sample
REFINE-0047,"Peng, J., Liu, J., Nie, B., Li, Y., Shan, B., Wang, G., & Li, K. (2011). Cerebral and cerebellar gray matter reduction in first-episode patients with major depressive disorder: A voxel-based morphometry study. European Journal of Radiology, 80(2), 395–399. https://doi.org/10.1016/j.ejrad.2010.04.006",10.1016/j.ejrad.2010.04.006,https://doi.org/10.1016/j.ejrad.2010.04.006,2011,Cerebral and cerebellar gray matter reduction in first-episode patients with major depressive disorder: A voxel-based morphometry study
REFINE-0048,"Kong, L., Chen, K., Womer, F., Jiang, W., Luo, X., Driesen, N., Liu, J., Blumberg, H., Tang, Y., Xu, K., & Wang, F. (2013). Sex differences of gray matter morphology in cortico-limbic-striatal neural system in major depressive disorder. Journal of Psychiatric Research, 47(6), 733–739. https://doi.org/10.1016/j.jpsychires.2013.02.003",10.1016/j.jpsychires.2013.02.003,https://doi.org/10.1016/j.jpsychires.2013.02.003,2013,Sex differences of gray matter morphology in cortico-limbic-striatal neural system in major depressive disorder
REFINE-0049,"Gerritsen, L., Tendolkar, I., Franke, B., Vasquez, A. A., Kooijman, S., Buitelaar, J., Fernández, G., & Rijpkema, M. (2012b). BDNF Val66Met genotype modulates the effect of childhood adversity on subgenual anterior cingulate cortex volume in healthy subjects. Molecular Psychiatry, 17(6), 597–603. https://doi.org/10.1038/mp.2011.51",10.1038/mp.2011.51,https://doi.org/10.1038/mp.2011.51,2012,BDNF Val66Met genotype modulates the effect of childhood adversity on subgenual anterior cingulate cortex volume in healthy subjects
REFINE-0050,"Serra-Blasco, M., Portella, M. J., Gómez-Ansón, B., de Diego-Adeliño, J., Vives-Gilabert, Y., Puigdemont, D., Granell, E., Santos, A., Álvarez, E., & Pérez, V. (2013). Effects of illness duration and treatment resistance on grey matter abnormalities in major depression. The British Journal of Psychiatry, 202(6), 434–440. https://doi.org/10.1192/bjp.bp.112.116228",10.1192/bjp.bp.112.116228,https://doi.org/10.1192/bjp.bp.112.116228,2013,Effects of illness duration and treatment resistance on grey matter abnormalities in major depression
REFINE-0051,"Redlich, R., Almeida, J. R., Grotegerd, D., Opel, N., Kugel, H., Heindel, W., Arolt, V., Phillips, M. L., & Dannlowski, U. (2014c). Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry-pattern classification approach. JAMA Psychiatry, 71(11), 1222–1230. https://doi.org/10.1001/jamapsychiatry.2014.1100",10.1001/jamapsychiatry.2014.1100,https://doi.org/10.1001/jamapsychiatry.2014.1100,2014,Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry-pattern classification approach
REFINE-0052,"Goltermann, J., Opel, N., Redlich, R., Repple, J., Kaehler, C., Grotegerd, D., Dohm, K., Leehr, E. J., Böhnlein, J., Förster, K., Meinert, S., Enneking, V., Emden, D., Leenings, R., Winter, N. R., Hahn, T., Mikhail, S., Jansen, A., Krug, A., … Dannlowski, U. (2020b). Replication of a hippocampus specific effect of the tescalcin regulating variant rs7294919 on gray matter structure. European Neuropsychopharmacology, 36, 10–17. https://doi.org/10.1016/j.euroneuro.2020.03.021",10.1016/j.euroneuro.2020.03.021,https://doi.org/10.1016/j.euroneuro.2020.03.021,2020,Replication of a hippocampus specific effect of the tescalcin regulating variant rs7294919 on gray matter structure
REFINE-0053,"Depping, M. S., Schmitgen, M. M., Bach, C., Listunova, L., Kienzle, J., Kubera, K. M., Roesch-Ely, D., & Wolf, R. C. (2020). Abnormal cerebellar volume in patients with remitted major depression with persistent cognitive deficits. The Cerebellum, 19(6), 762–770. https://doi.org/10.1007/s12311-020-01157-z",10.1007/s12311-020-01157-z,https://doi.org/10.1007/s12311-020-01157-z,2020,Abnormal cerebellar volume in patients with remitted major depression with persistent cognitive deficits
REFINE-0054,"Ringwald, K. G., Pfarr, J. K., Stein, F., Brosch, K., Meller, T., Thomas-Odenthal, F., Meinert, S., Waltemate, L., Breuer, F., Winter, A., Lemke, H., Grotegerd, D., Thiel, K., Bauer, J., Hahn, T., Jansen, A., Dannlowski, U., Krug, A., Nenadić, I., & Kircher, T. (2022). Association between stressful life events and grey matter volume in the medial prefrontal cortex: A 2-year longitudinal study. Human Brain Mapping, 43(11), 3577–3584. https://doi.org/10.1002/hbm.25869",10.1002/hbm.25869,https://doi.org/10.1002/hbm.25869,2022,Association between stressful life events and grey matter volume in the medial prefrontal cortex: A 2-year longitudinal study
REFINE-0055,"Ihme, K., Dannlowski, U., Lichev, V., Stuhrmann, A., Grotegerd, D., Rosenberg, N., Kugel, H., Heindel, W., Arolt, V., Kersting, A., & Suslow, T. (2013). Alexithymia is related to differences in gray matter volume: A voxel-based morphometry study. Brain Research, 1491, 60–67. https://doi.org/10.1016/j.brainres.2012.10.044",10.1016/j.brainres.2012.10.044,https://doi.org/10.1016/j.brainres.2012.10.044,2013,Alexithymia is related to differences in gray matter volume: A voxel-based morphometry study
