paper_id,title,doi,openalex_id,semantic_scholar_id,pmid,pmcid,pubmed_url,pmc_url,status,source_used,pdf_path,landing_page_url,pdf_url,oa_status,license,error_message,secondary_status,secondary_error_message
REFINE-0011,Neural biomarker of functional disability in major depressive disorder: A structural neuroimaging study,10.1016/j.pnpbp.2021.110337,https://openalex.org/W3158837864,309cc9e5c2d58ddc3f5943aa5061e950d279381b,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0011.pdf,https://doi.org/10.1016/j.pnpbp.2021.110337,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0012,Adverse childhood experiences influence the detrimental effect of bipolar disorder and schizophrenia on cortico-limbic grey matter volumes,10.1016/j.jad.2015.09.049,https://openalex.org/W1889921912,68caadb2ca43b76284d6ae5b0233de2f9415e160,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0012.pdf,https://doi.org/10.1016/j.jad.2015.09.049,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0013,Neuroanatomical correlates of attitudes toward suicide in a large healthy sample: A voxel-based morphometric analysis,10.1016/j.neuropsychologia.2015.11.012,https://openalex.org/W2206717976,f032c428e237fa91e98fefcfda33d0620a469751,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0013.pdf,https://doi.org/10.1016/j.neuropsychologia.2015.11.012,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0014,Voxel-based morphometry study of the insular cortex in female patients with current and remitted depression,10.1016/j.neuroscience.2013.12.058,https://openalex.org/W2090953041,7aaf6514db4210be6c24a5dfe50fd170e7b796a1,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0014.pdf,https://doi.org/10.1016/j.neuroscience.2013.12.058,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0015,Distinct associations of insula and cingulate volume with the cognitive and affective dimensions of alexithymia,10.1016/j.neuropsychologia.2013.12.006,https://openalex.org/W2147134152,49ce14e071163eed72cb8503706d3c46047c060e,,,,,repository_landing_page,none,data/pdfs/REFINE-0015.pdf,https://hdl.handle.net/11370/77edd582-7956-4ba3-9485-cb76f6e14252,,closed,,Repository landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0016,The contribution of regional gray/white matter volume in preclinical depression assessed by the Automatic Thoughts Questionnaire: A voxel-based morphometry study,10.1097/wnr.0000000000000222,https://openalex.org/W2332112876,7d1f91dd512d4a715cb742c772569f92ad6e822e,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0016.pdf,https://doi.org/10.1097/wnr.0000000000000222,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0017,Neural correlates of physical activity moderate the association between problematic mobile phone use and psychological symptoms,10.3389/fnbeh.2021.749194,https://openalex.org/W4210538297,,,,,,downloaded,openalex,data/pdfs/REFINE-0017.pdf,,https://www.frontiersin.org/articles/10.3389/fnbeh.2021.749194/pdf,gold,cc-by,,,
REFINE-0018,“Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry–pattern classification approach”: Correction,,https://openalex.org/W2343166011,,,,,,downloaded,openalex,data/pdfs/REFINE-0018.pdf,,https://www.nature.com/articles/mp201672.pdf,hybrid,cc-by,,,
REFINE-0019,Specificity of abnormal brain volume in major depressive disorder: A comparison with borderline personality disorder,10.1016/j.jad.2014.11.059,https://openalex.org/W2059962810,b414f5b77637a7c414db5f40aaffaf06bd913c0b,,,,,publisher_403,none,data/pdfs/REFINE-0019.pdf,,http://hdl.handle.net/11390/1090686,closed,,Publisher HTTP 403: hdl.handle.net,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0020,The function and structure of precuneus is associated with subjective sleep quality in major depression,10.3389/fpsyt.2021.831524,https://openalex.org/W4210887482,,,,,,downloaded,openalex,data/pdfs/REFINE-0020.pdf,,https://www.frontiersin.org/articles/10.3389/fpsyt.2021.831524/pdf,gold,cc-by,,,
REFINE-0021,Brain structure associated with automatic thoughts predicted depression symptoms in healthy individuals,10.1016/j.pscychresns.2015.03.002,https://openalex.org/W2031613723,9a14438021aa6b0f758cd32e1cfda39d1a71e519,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0021.pdf,https://doi.org/10.1016/j.pscychresns.2015.03.002,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0022,The reflection of self-esteem on the brain structure: A voxel based morphometry study in healthy young adults,,https://openalex.org/W3001065916,,,,,,downloaded,openalex,data/pdfs/REFINE-0022.pdf,,https://link.springer.com/content/pdf/10.1007/s11031-019-09818-1.pdf,bronze,,,,
REFINE-0023,Altered gray matter volumes and plasma IL-6 level in major depressive disorder patients with suicidal ideation,10.1016/j.nicl.2023.103403,https://openalex.org/W4364378514,3deeb1f8f7c9a5e360711c4253a8295a8f94c4a3,37079937,PMC10148078,https://pubmed.ncbi.nlm.nih.gov/37079937/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10148078/,publisher_403,none,data/pdfs/REFINE-0023.pdf,,https://doaj.org/article/f6ff3d4b3b3a448889f240d8481938c3,gold,cc-by-nc-nd,Publisher HTTP 403: doaj.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0024,The gray matter volume of the right insula mediates the relationship between symptoms of depression/anxiety and sleep quality among college students,10.1177/1359105319869977,https://openalex.org/W2969095751,3bf5860960986c15b0674141dd433fcbef74336f,,,,,publisher_403,none,data/pdfs/REFINE-0024.pdf,,https://doi.org/10.1177/1359105319869977,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0025,Neurostructural correlates of hope: Dispositional hope mediates the impact of the SMA gray matter volume on subjective well-being in late adolescence,10.1093/scan/nsaa046,https://openalex.org/W3021495488,,,,,,downloaded,openalex_landing_page,data/pdfs/REFINE-0025.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/7308655,http://restfmri.net/forum/sites/default/files/how%20to%20report%20result-2.0.pdf,gold,cc-by,,,
REFINE-0026,Brain morphometry and connectivity differs between adolescent- and adult-onset major depressive disorder,10.1002/da.23254,https://openalex.org/W4223975148,069ecaec32d7f1cfd1df1a25ac02349875c43302,35421280,PMC9323432,https://pubmed.ncbi.nlm.nih.gov/35421280/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9323432/,publisher_403,none,data/pdfs/REFINE-0026.pdf,,https://doi.org/10.1002/da.23254,hybrid,cc-by,Publisher HTTP 403: doi.org,pmc_pdf_not_found,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0027,Insular volume reductions in patients with major depressive disorder,10.1016/j.npbr.2019.06.002,https://openalex.org/W2952601850,09526847585a3bc0405ab51ba7c3275eb5e39c75,,,,,repository_landing_page,none,data/pdfs/REFINE-0027.pdf,http://hdl.handle.net/10754/656271,,green,cc-by-nc-nd,Repository landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0028,Shared Transdiagnostic Neuroanatomical Signatures Across First-episode Patients with Major Psychiatric Diseases and Individuals at Familial Risk,10.1016/j.nicl.2022.103074,https://openalex.org/W4281990732,fa0210e0308c02cfedf7db6b944f24ec1371d620,35691252,PMC9194955,https://pubmed.ncbi.nlm.nih.gov/35691252/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9194955/,publisher_403,none,data/pdfs/REFINE-0028.pdf,,https://doaj.org/article/76fe14a25aaa4aa7bed20a61aeef7ee0,gold,cc-by-nc-nd,Publisher HTTP 403: doaj.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0029,Relationship between a BDNF gene polymorphism and the brain volume in treatment-naive patients with major depressive disorder: A VBM analysis of brain MRI,10.1016/j.pscychresns.2015.05.016,https://openalex.org/W1676198535,0f9fbaf0c7f0aa004a740896cad03d6a3d53e274,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0029.pdf,https://doi.org/10.1016/j.pscychresns.2015.05.016,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0030,Association of brain cortical changes with relapse in patients with major depressive disorder,10.1001/jamapsychiatry.2018.0123,https://openalex.org/W2794785123,d3afd150dae60cb811b5dee6b41ae236de7ee237,29590315,PMC5875383,https://pubmed.ncbi.nlm.nih.gov/29590315/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5875383/,publisher_403,none,data/pdfs/REFINE-0030.pdf,,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/2675371/jamapsychiatry_zaremba_2018_oi_180004.pdf,bronze,,Publisher HTTP 403: jamanetwork.com,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0032,Functional and anatomical brain deficits in drug-naive major depressive disorder,10.1016/j.pnpbp.2014.05.008,https://openalex.org/W2046217022,a21a3194d680ca6e39c69bd00187262f99c251d7,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0032.pdf,https://doi.org/10.1016/j.pnpbp.2014.05.008,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0033,Structural abnormalities of cingulate cortex in patients with first‐episode drug‐naïve schizophrenia comorbid with depressive symptoms,10.1002/hbm.25315,https://openalex.org/W3112886023,63a6f53e30f3653cfa290063f48dfebd92fa68c9,33296139,PMC7978138,https://pubmed.ncbi.nlm.nih.gov/33296139/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7978138/,publisher_403,none,data/pdfs/REFINE-0033.pdf,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25315,gold,cc-by-nc,Publisher HTTP 403: onlinelibrary.wiley.com,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0034,"Structural brain abnormalities in women with subclinical depression, as revealed by voxel-based morphometry and diffusion tensor imaging",10.1016/j.jad.2012.10.023,https://openalex.org/W1984462107,91441f0a8f5f8f1b7ae30ff6a31adf65ede9fc6c,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0034.pdf,https://doi.org/10.1016/j.jad.2012.10.023,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0036,COMT Val158Met × SLC6A4 5-HTTLPR interaction impacts on gray matter volume of regions supporting emotion processing,10.1093/scan/nst089,https://openalex.org/W2142127186,44cb6deb484e523bfadafc4d0bade2fcf1757f89,23748501,PMC4127014,https://pubmed.ncbi.nlm.nih.gov/23748501/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4127014/,publisher_403,none,data/pdfs/REFINE-0036.pdf,,https://academic.oup.com/scan/article-pdf/9/8/1232/27110174/nst089.pdf,hybrid,cc-by-nc,Publisher HTTP 403: academic.oup.com,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0037,The embodied emotion in cerebellum: A neuroimaging study of alexithymia,10.1007/s00429-014-0790-0,https://openalex.org/W2080467660,17f12d82bd36ec7d83776342444ebc6181a41342,,,,,publisher_403,none,data/pdfs/REFINE-0037.pdf,,http://hdl.handle.net/2108/88172,closed,,Publisher HTTP 403: hdl.handle.net,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0038,Prediction of anxious depression using multimodal neuroimaging and machine learning,10.1016/j.neuroimage.2023.120499,https://openalex.org/W4389611052,ed3480fdc5c3344248e9f9afd33590ff8124db54,,,,,publisher_403,none,data/pdfs/REFINE-0038.pdf,,https://doaj.org/article/a9acb6d2c6b8404398a3df4a7436be00,gold,cc-by-nc-nd,Publisher HTTP 403: doaj.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0040,The role of ventromedial prefrontal cortex volume in the association of expressive suppression and externally oriented thinking,10.1016/j.jad.2017.06.054,https://openalex.org/W2727130322,173c9d2157d4387a20d5e102cb87d7dec23a3255,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0040.pdf,https://doi.org/10.1016/j.jad.2017.06.054,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0041,Predicting differential diagnosis between bipolar and unipolar depression with multiple kernel learning on multimodal structural neuroimaging,10.1016/j.euroneuro.2020.03.008,https://openalex.org/W3013698728,ae633f82875dcbd356e71986280718c9cb875cfb,,,,,publisher_403,none,data/pdfs/REFINE-0041.pdf,,http://hdl.handle.net/11573/1417243,closed,,Publisher HTTP 403: hdl.handle.net,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0044,Hippocampus-driving progressive structural alterations in medication-naïve major depressive disorder,10.1016/j.jad.2019.05.053,https://openalex.org/W2947078843,a3e5d1a726ed60f677aa046b3cb340c37a2c406b,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0044.pdf,https://doi.org/10.1016/j.jad.2019.05.053,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0045,Neurobiological predictors for clinical trajectories in fully remitted depressed patients,10.1002/da.23108,https://openalex.org/W3095302478,9dd956222c4ad7c59e826cebc42ca8a794422667,33131185,PMC8048641,https://pubmed.ncbi.nlm.nih.gov/33131185/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8048641/,publisher_403,none,data/pdfs/REFINE-0045.pdf,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/da.23108,hybrid,cc-by,Publisher HTTP 403: onlinelibrary.wiley.com,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0048,Sex differences of gray matter morphology in cortico-limbic-striatal neural system in major depressive disorder,10.1016/j.jpsychires.2013.02.003,https://openalex.org/W1982002006,,23453566,PMC3626116,https://pubmed.ncbi.nlm.nih.gov/23453566/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3626116/,pmc_fulltext_no_pdf,none,data/pdfs/REFINE-0048.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/3626116,,green,,PMC full-text available as HTML; no downloadable PDF link found,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0051,Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry-pattern classification approach,10.1001/jamapsychiatry.2014.1100,https://openalex.org/W25188810,0db3fd2cdc9107d500252d4340b6965f2c1efe21,25188810,PMC5538312,https://pubmed.ncbi.nlm.nih.gov/25188810/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5538312/,publisher_403,none,data/pdfs/REFINE-0051.pdf,,https://doi.org/10.1001/jamapsychiatry.2014.1100,closed,,Publisher HTTP 403: doi.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0052,Replication of a hippocampus specific effect of the tescalcin regulating variant rs7294919 on gray matter structure,10.1016/j.euroneuro.2020.03.021,https://openalex.org/W3027402297,c21a5313091296a030824d2fef151b6270c5e98b,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0052.pdf,https://doi.org/10.1016/j.euroneuro.2020.03.021,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0054,Association between stressful life events and grey matter volume in the medial prefrontal cortex: A 2-year longitudinal study,10.1002/hbm.25869,https://openalex.org/W4223528563,957915bb9d85fa9067dc7242617f518b10488c12,35411559,PMC9248310,https://pubmed.ncbi.nlm.nih.gov/35411559/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9248310/,publisher_403,none,data/pdfs/REFINE-0054.pdf,,https://doi.org/10.1002/hbm.25869,gold,cc-by-nc,Publisher HTTP 403: doi.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0055,Alexithymia is related to differences in gray matter volume: A voxel-based morphometry study,10.1016/j.brainres.2012.10.044,https://openalex.org/W2125678271,b9db1aad56121cd520fa37dcddc1a682b23f3737,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0055.pdf,https://doi.org/10.1016/j.brainres.2012.10.044,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0056,Gray and white matter abnormalities in major depressive disorder patients and its associations with childhood adversity,10.1016/j.jad.2023.02.145,https://openalex.org/W4323048513,f6f5717fa060e715370fd896ff98fe4abe422fc6,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0056.pdf,https://doi.org/10.1016/j.jad.2023.02.145,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0057,Convergent molecular and structural neuroimaging signatures of first-episode depression,10.1016/j.jad.2022.09.132,https://openalex.org/W4297496126,d13f306a26db164b88d73757e78f1b9d798b9ef4,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0057.pdf,https://doi.org/10.1016/j.jad.2022.09.132,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0058,NCAN cross-disorder risk variant is associated with limbic gray matter deficits in healthy subjects and major depression,10.1038/npp.2015.86,https://openalex.org/W2088266958,bc86276dfe4ced3e43491fcdcad1431ee523127b,25801500,PMC4569958,https://pubmed.ncbi.nlm.nih.gov/25801500/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4569958/,invalid_pdf,none,data/pdfs/REFINE-0058.pdf,https://www.nature.com/articles/npp201586.pdf,,bronze,,,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0059,Aberrant Prefrontal-Thalamic-Cerebellar Circuit in Schizophrenia and Depression: Evidence from a Possible Causal Connectivity,10.1142/s0129065718500326,https://openalex.org/W2884486923,c2ddaf71fe8654c9ae5941f5c6057aaf570a60ae,,,,,publisher_403,none,data/pdfs/REFINE-0059.pdf,,https://doi.org/10.1142/s0129065718500326,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0060,Disadvantage of Social Sensitivity: Interaction of Oxytocin Receptor Genotype and Child Maltreatment on Brain Structure,10.1016/j.biopsych.2015.12.010,https://openalex.org/W2216711948,a4282493880d9305d9fb892316ad8416f9113a94,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0060.pdf,https://doi.org/10.1016/j.biopsych.2015.12.010,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0061,Decreased regional gray matter volume in S’ allele carriers of the 5-HTTLPR triallelic polymorphism,10.1038/mp.2010.112,https://openalex.org/W2042944685,72bd12a58119c5f1d4f5e367f2f5c741e08587ac,,,,,invalid_pdf,none,data/pdfs/REFINE-0061.pdf,https://www.nature.com/articles/mp2010112.pdf,,closed,,,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0062,Brain structural correlates of alexithymia in patients with major depressive disorder,10.1503/jpn.190044,https://openalex.org/W2989757082,3fd8e35191955781ff94876519e0152aca40bbd5,31603638,PMC7828911,https://pubmed.ncbi.nlm.nih.gov/31603638/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828911/,publisher_403,none,data/pdfs/REFINE-0062.pdf,,https://doi.org/10.1503/jpn.190044,diamond,,Publisher HTTP 403: doi.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0063,Childhood maltreatment moderates the influence of genetic load for obesity on reward related brain structure and function in major depression,10.1016/j.psyneuen.2018.09.027,https://openalex.org/W2893093521,d277f9451d054407fe6ff30e02fd141fdbe22b62,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0063.pdf,https://doi.org/10.1016/j.psyneuen.2018.09.027,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0065,Grey matter volume abnormalities in patients with bipolar I depressive disorder and unipolar depressive disorder: A voxel-based morphometry study,10.1007/s12264-014-1485-5,https://openalex.org/W2101368129,d79b28c6c8ec6c826f1e2e71764e8cd65078001f,25502401,PMC5562636,https://pubmed.ncbi.nlm.nih.gov/25502401/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5562636/,pmc_fulltext_no_pdf,none,data/pdfs/REFINE-0065.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/5562636,,closed,,PMC full-text available as HTML; no downloadable PDF link found,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0066,Childhood maltreatment is associated with gray matter volume abnormalities in patients with first-episode depression,10.1016/j.pscychresns.2017.07.005,https://openalex.org/W2736546464,d5a6763aee525c0a4091942fd1c01ea70c121ecb,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0066.pdf,https://doi.org/10.1016/j.pscychresns.2017.07.005,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0067,Are you gonna leave me? Separation anxiety is associated with increased amygdala responsiveness and volume,10.1093/scan/nsu055,https://openalex.org/W2119545922,d96e96cb53ac62cc3bd43c66d218d226c378dbd3,24752071,PMC4321627,https://pubmed.ncbi.nlm.nih.gov/24752071/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4321627/,publisher_403,none,data/pdfs/REFINE-0067.pdf,,https://academic.oup.com/scan/article-pdf/10/2/278/27101237/nsu055.pdf,hybrid,cc-by-nc,Publisher HTTP 403: academic.oup.com,pmc_pdf_not_found,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0069,Interaction of recent stressful life events and childhood abuse on orbitofrontal grey matter volume in adults with depression,10.1016/j.jad.2022.06.050,https://openalex.org/W4283324976,,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0069.pdf,https://doi.org/10.1016/j.jad.2022.06.050,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0070,Association of a SIRT1 polymorphism with changes of gray matter volume in patients with first-episode medication-naïve major depression,10.1016/j.pscychresns.2020.111101,https://openalex.org/W3025064065,605b2c33ab762473d9dc46b98c6e3d5e41900cf3,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0070.pdf,https://doi.org/10.1016/j.pscychresns.2020.111101,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0073,Limbic scars: Long-term consequences of childhood maltreatment revealed by functional and structural magnetic resonance imaging,10.1016/j.biopsych.2011.10.021,https://openalex.org/W2083312379,952164c36343df1dd0caa87904b7691881d2c990,,,,,publisher_403,none,data/pdfs/REFINE-0073.pdf,,http://www.biologicalpsychiatryjournal.com/article/S0006322311010213/pdf,closed,,Publisher HTTP 403: www.biologicalpsychiatryjournal.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0075,Gray matter volumetric correlates of the polygenic risk of depression: A study of the Human Connectome Project data,10.1016/j.euroneuro.2024.06.004,https://openalex.org/W4400041364,915ca65c0f0a06dbeac2647974f9d70f6403fae4,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0075.pdf,https://doi.org/10.1016/j.euroneuro.2024.06.004,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
