refine_id,doi,status,source_pdf,target_pdf,bytes,mapping_source_csv,note
REFINE-0014,10.1016/j.neuroscience.2013.12.058,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0014.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0015,10.1016/j.neuropsychologia.2013.12.006,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0015.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0016,10.1097/wnr.0000000000000222,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0016.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0017,10.3389/fnbeh.2021.749194,already_exists,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0017.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0019,10.1016/j.jad.2014.11.059,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0019.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0020,10.3389/fpsyt.2021.831524,already_exists,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0020.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0021,10.1016/j.pscychresns.2015.03.002,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0021.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0022,10.1007/s11031-019-09818-1.pdf,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0022.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/pdf_download_manifest.csv,zotero_attachment_missing
REFINE-0023,10.1016/j.nicl.2023.103403,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0023.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0024,10.1177/1359105319869977,copied,/Users/micheles/Zotero/storage/U35CMRTF/Yin et al. - 2021 - The gray matter volume of the right insula mediates the relationship between symptoms of depression.pdf,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0024.pdf,387425,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0025,10.1093/scan/nsaa046,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0025.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0026,10.1002/da.23254,copied,/Users/micheles/Zotero/storage/EE9VHMJB/Blank et al. - 2022 - Brain morphometry and connectivity differs between adolescent‐ and adult‐onset major depressive diso.pdf,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0026.pdf,884743,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0027,10.1016/j.npbr.2019.06.002,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0027.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0028,10.1016/j.nicl.2022.103074,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0028.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0029,10.1016/j.pscychresns.2015.05.016,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0029.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0030,10.1001/jamapsychiatry.2018.0123,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0030.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0031,10.1016/j.jpsychires.2019.02.014,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0031.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0032,10.1016/j.pnpbp.2014.05.008,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0032.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0033,10.1002/hbm.25315,already_exists,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0033.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0034,10.1016/j.jad.2012.10.023,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0034.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0035,10.3758/s13415-014-0249-z,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0035.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0036,10.1093/scan/nst089,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0036.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0037,10.1007/s00429-014-0790-0,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0037.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0038,10.1016/j.neuroimage.2023.120499,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0038.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0039,10.1016/j.nicl.2015.03.020,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0039.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0040,10.1016/j.jad.2017.06.054,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0040.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0041,10.1016/j.euroneuro.2020.03.008,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0041.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0042,10.1007/s11682-020-00294-7,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0042.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0043,10.1371/journal.pone.0102692,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0043.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0044,10.1016/j.jad.2019.05.053,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0044.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0045,10.1002/da.23108,already_exists,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0045.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0046,10.3389/fpsyt.2019.00467,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0046.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0047,10.1016/j.ejrad.2010.04.006,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0047.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0048,10.1016/j.jpsychires.2013.02.003,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0048.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0049,10.1038/mp.2011.51,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0049.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0050,10.1192/bjp.bp.112.116228,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0050.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0051,10.1001/jamapsychiatry.2014.1100,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0051.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0052,10.1016/j.euroneuro.2020.03.021,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0052.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0053,10.1007/s12311-020-01157-z,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0053.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0054,10.1002/hbm.25869,copied,/Users/micheles/Zotero/storage/I7FNG9PC/Ringwald et al. - 2022 - Association between stressful life events and grey matter volume in the medial prefrontal cortex A.pdf,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0054.pdf,801482,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0055,10.1016/j.brainres.2012.10.044,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0055.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0056,10.1016/j.jad.2023.02.145,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0056.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0057,10.1016/j.jad.2022.09.132,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0057.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0058,10.1038/npp.2015.86,already_exists,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0058.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0059,10.1142/s0129065718500326,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0059.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0060,10.1016/j.biopsych.2015.12.010,not_found_in_zotero,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0060.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,zotero_attachment_missing
REFINE-0061,10.1038/mp.2010.112,copied,/Users/micheles/Zotero/storage/RVG7EYZG/Selvaraj et al. - 2011 - Decreased regional gray matter volume in S’ allele carriers of the 5-HTTLPR triallelic polymorphism.pdf,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0061.pdf,194187,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
REFINE-0062,10.1503/jpn.190044,already_exists,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/pdfs/REFINE-0062.pdf,,/Users/micheles/Desktop/Temp/sshfs_2/home/micheles/Desktop/Vigilate/agent_yoda/workspaces/ReFiNe/ReFiNe_Hub/data/input/eligible_studies.csv,
