paper_id,expected_title,doi,pdf_path,manifest_status,source_used,pdf_url,extracted_title_or_first_text,title_similarity,doi_found_in_pdf,audit_status,reason
REFINE-0091,Regional gray matter reductions are associated with genetic liability for anxiety and depression: An MRI twin study,10.1016/j.jad.2013.01.019,data/pdfs/REFINE-0091.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0092,Cerebral amyloid accumulation is associated with distinct structural and functional alterations in the brain of depressed elders with mild cognitive impairment,10.1016/j.jad.2020.12.049,data/pdfs/REFINE-0092.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0093,The effect of trait anxiety on risk‐taking: Functional coupling between right hippocampus and left insula,10.1111/psyp.13629,data/pdfs/REFINE-0093.pdf,publisher_403,none,https://doi.org/10.1111/psyp.13629,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0094,"Right dorsolateral prefrontal cortex volumetric reduction is associated with antidepressant effect of low-dose ketamine infusion: A randomized, double-blind, midazolam-controlled PET-MRI clinical trial",10.1016/j.jad.2023.05.024,data/pdfs/REFINE-0094.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0095,Altered gray matter volume and white matter integrity in college students with mobile phone dependence,,data/pdfs/REFINE-0095.pdf,invalid_pdf_title_mismatch,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0096,Male elderly subthreshold depression patients have smaller volume of medial part of prefrontal cortex and precentral gyrus compared with age-matched normal subjects: A voxel-based morphometry,10.1016/j.jad.2005.08.003,data/pdfs/REFINE-0096.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0097,Neuroinflammation in the amygdala is associated with recent depressive symptoms,10.1016/j.bpsc.2023.04.011,data/pdfs/REFINE-0097.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0098,"A subtle grey-matter increase in first-episode, drug-naive major depressive disorder with panic disorder after 6 weeks’ duloxetine therapy",10.1017/s1461145710000829,data/pdfs/REFINE-0098.pdf,publisher_403,none,https://academic.oup.com/ijnp/article-pdf/14/2/225/2049981/14-2-225.pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0099,The brain-derived neurotrophic factor VAL66MET polymorphism and cerebral white matter hyperintensities in late-life depression,10.1097/jgp.0b013e3181591c30,data/pdfs/REFINE-0099.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0100,Biophysical mechanisms of electroconvulsive therapy-induced volume expansion in the medial temporal lobe: A longitudinal in vivo human imaging study,10.1016/j.brs.2021.06.011,data/pdfs/REFINE-0100.pdf,publisher_403,none,https://doaj.org/article/b788e1c8ec27496db0ef056ba50a36ad,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0101,Multimodal MRI markers support a model of small vessel ischemia for depressive symptoms in very old adults,10.1016/j.pscychresns.2014.08.009,data/pdfs/REFINE-0101.pdf,publisher_403,none,https://escholarship.org/uc/item/3zm5f010,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0102,Alterations in brain grey matter structures in patients with Crohn’s disease and their correlation with psychological distress,10.1093/ecco-jcc/jjv057,data/pdfs/REFINE-0102.pdf,publisher_403,none,https://academic.oup.com/ecco-jcc/article-pdf/9/7/532/5137743/jjv057.pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0103,Prefrontal cortex and amygdala anatomy in youth with persistent levels of harsh parenting practices and subclinical anxiety symptoms over time during childhood,10.1017/s0954579420001716,data/pdfs/REFINE-0103.pdf,downloaded,openalex_landing_page,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BD319B470C7D2DD990FB184E0728B5DA/S0954579420001716a.pdf/div-class-title-prefrontal-cortex-and-amygdala-anatomy-in-youth-with-persistent-levels-of-harsh-parenting-practices-and-subclinical-anxiety-symptoms-over-time-during-childhood-div.pdf,Prefrontal cortex and amygdala anatomy in youth with persistent,100.0,10.1017/S0954579420001716,validated,DOI 10.1017/S0954579420001716 found in PDF matches expected DOI 10.1017/s0954579420001716
REFINE-0104,Cortical and subcortical abnormalities in late-onset depression with history of suicide attempts investigated with MRI and voxel-based morphometry,10.1177/0891988710363713,data/pdfs/REFINE-0104.pdf,publisher_403,none,https://doi.org/10.1177/0891988710363713,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0105,Smaller gray matter volume of hippocampus/parahippocampus in elderly people with subthreshold depression: A cross-sectional study,10.1186/s12888-016-0928-0,data/pdfs/REFINE-0105.pdf,downloaded,openalex_landing_page,https://link.springer.com/content/pdf/10.1186/s12888-016-0928-0.pdf,Smaller gray matter volume of,100.0,10.1186/s12888-016-0928-0,validated,DOI 10.1186/s12888-016-0928-0 found in PDF matches expected DOI 10.1186/s12888-016-0928-0
REFINE-0106,Effect of childhood physical abuse on social anxiety is mediated via reduced frontal lobe and amygdala-hippocampus complex volume in adult clinical high-risk subjects,10.1016/j.schres.2020.05.041,data/pdfs/REFINE-0106.pdf,repository_landing_page,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0107,Combined treatment with escitalopram and memantine increases gray matter volume and cortical thickness compared to escitalopram and placebo in a pilot study of geriatric depression,10.1016/j.jad.2020.05.092,data/pdfs/REFINE-0107.pdf,publisher_403,none,https://escholarship.org/uc/item/8x26r86j,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0108,Somatostatin receptor subtype 4 activation is involved in anxiety and depression-like behavior in mouse models,10.1016/j.neuropharm.2015.09.021,data/pdfs/REFINE-0108.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0109,No consistent difference in gray matter volume between individuals with fibromyalgia and age-matched healthy subjects when controlling for affective disorder,10.1016/j.pain.2009.03.017,data/pdfs/REFINE-0109.pdf,pmc_fulltext_no_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0110,Subcortical white matter lesions and functional impairment in geriatric depression,10.1002/da.1081,data/pdfs/REFINE-0110.pdf,publisher_403,none,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/da.1081,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0111,Association of electroconvulsive therapy-induced structural plasticity with clinical remission,10.1016/j.pnpbp.2021.110286,data/pdfs/REFINE-0111.pdf,publisher_403,none,https://www.sciencedirect.com/science/article/am/pii/S0278584621000452,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0112,Gray matter regions statistically mediating the cross‐sectional association of eotaxin and set‐shifting among older adults with major depressive disorder,10.1002/gps.4585,data/pdfs/REFINE-0112.pdf,publisher_403,none,https://doi.org/10.1002/gps.4585,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0113,Decreased hippocampal volume in healthy girls at risk of depression,10.1001/archgenpsychiatry.2009.202,data/pdfs/REFINE-0113.pdf,publisher_403,none,https://doi.org/10.1001/archgenpsychiatry.2009.202,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0114,Increased Brain Gray Matter in the Primary Somatosensory Cortex is Associated with Increased Pain and Mood Disturbance in Patients with Interstitial Cystitis/Painful Bladder Syndrome,10.1016/j.juro.2014.08.042,data/pdfs/REFINE-0114.pdf,publisher_403,none,https://doi.org/10.1016/j.juro.2014.08.042,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0115,Maternal depression during pregnancy alters infant subcortical and midbrain volumes,10.1016/j.jad.2021.05.008,data/pdfs/REFINE-0115.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0116,Metabolic compensation and depression in Alzheimer’s disease,10.1159/000257761,data/pdfs/REFINE-0116.pdf,publisher_403,none,https://doi.org/10.1159/000257761,,0.0,,missing_pdf,PDF file not found on disk
